state,hospital,LHN,remoteness,beds,peer_group,ED,ES,NAP,hospital name,Phone_ number,Street _address,Suburb,Postcode,State_add,Latitude,Longitude
SA,Roxby Downs Health Service,Flinders and Upper North,Remote,10,Public acute group D,No,No,Yes,Roxby Downs Health Service,08 8671 9020,16-28 Burgoyne Street,Roxby Downs,5725,SA,-30.562778,136.894261
SA,Royal Adelaide Hospital,Central Adelaide,Major Cities,812,Principal referral,Yes,Yes,Yes,Royal Adelaide Hospital,08 7074 0000,Port Road,Adelaide,5000,SA,-34.920973,138.587393
SA,Snowtown Hospital and Health Service,Yorke and Northern,Outer Regional,4,Very small,No,No,Yes,Snowtown Hospital and Health Service,08 8865 0100,South Terrace,Snowtown,5520,SA,-33.786936,138.212768
SA,South Coast District Hospital,Barossa Hills Fleurieu,Inner Regional,47,Public acute group C,Yes,Yes,Yes,South Coast District Hospital,08 8552 0500,Bay Road,Victor Harbor,5211,SA,-35.561171,138.606447
SA,Southern Yorke Peninsula Health Service (Yorketown),Yorke and Northern,Remote,26,Public acute group D,No,No,Yes,Southern Yorke Peninsula Health Service (Yorketown),08 8852 1200,19 Waterloo Bay Road,Yorketown,5576,SA,-35.020989,137.604939
SA,St Margaret's Rehabilitation Hospital,Central Adelaide,Major Cities,24,Rehabilitation and GEM,No,No,No,St Margaret's Hospital,08 8242 9111,65 Military Road,Semaphore,5019,SA,-34.846418,138.480466
SA,Strathalbyn and District Health Service,Barossa Hills Fleurieu,Inner Regional,25,Public acute group C,No,No,Yes,Strathalbyn and District Health Service,08 8536 5333,14 Alfred Place,Strathalbyn,5255,SA,-35.257674,138.893558
SA,Streaky Bay Hospital,Eyre and Far North,Remote,19,Public acute group D,No,No,Yes,Streaky Bay Hospital,08 8626 1009,1 Flinders Drive,Streaky Bay,5680,SA,-32.792776,134.217524
SA,Tailem Bend District Hospital,Riverland Mallee Coorong,Inner Regional,9,Public acute group D,No,No,Yes,Tailem Bend District Hospital,08 8572 5800,74 Princes Highway,Tailem Bend,5260,SA,-35.254803,139.452692
SA,Tanunda War Memorial Hospital,Barossa Hills Fleurieu,Inner Regional,22,Public acute group C,No,No,Yes,Tanunda War Memorial Hospital,08 8563 2398,15 Mill Street,Tanunda,5352,SA,-34.528082,138.960859
SA,The Queen Elizabeth Hospital,Central Adelaide,Major Cities,290,Public acute group A,Yes,Yes,Yes,The Queen Elizabeth Hospital,08 8222 6000,28 Woodville Road,Woodville,5011,SA,-34.884179,138.534039
SA,Tumby Bay Hospital and Health Services,Eyre and Far North,Remote,15,Public acute group D,No,No,Yes,Tumby Bay Hospital and Health Services,08 8688 2007,8-11 Esplanade,Tumby Bay,5605,SA,-34.372292,136.103932
SA,Waikerie Health Service,Riverland Mallee Coorong,Outer Regional,29,Public acute group C,No,Yes,Yes,Waikerie Health Service,08 8541 0555,1 Lawrie Terrace,Waikerie,5330,SA,-34.182447,139.984917
SA,Whyalla Hospital and Health Services,Flinders and Upper North,Outer Regional,101,Public acute group B,Yes,Yes,Yes,Whyalla Hospital and Health Services,08 8648 8300,20 Wood Terrace,Whyalla,5600,SA,-33.033977,137.577559
SA,Women's and Children's Hospital,Women's and Children's Health Network (SA),Major Cities,308,Womens and childrens,Yes,Yes,Yes,Women's and Children's Hospital,08 8161 7000,72 King William Road,North Adelaide,5006,SA,-34.911444,138.599631
SA,Wudinna Hospital,Eyre and Far North,Very Remote,13,Very small,No,No,Yes,Wudinna Hospital,08 8680 2254,16-24 Richards Avenue,Wudinna,5652,SA,-33.050274,135.466983
TAS,Beaconsfield MPS,Tasmanian Health Service,Outer Regional,4,Very small,No,No,No,Beaconsfield District Health Service,03 6702 6060,13 Bolton Street,Beaconsfield,7270,TAS,-41.193478,146.806719
TAS,Campbell Town MPS,Tasmanian Health Service,Outer Regional,6,Very small,No,No,No,Campbell Town Multi Purpose Service,03 6774 8000,70 High Street,Campbell Town,7210,TAS,-41.926339,147.493107
TAS,Deloraine Hospital,Tasmanian Health Service,Outer Regional,20,Public acute group D,No,No,No,Deloraine District Hospital,03 6701 2111,East Barrack Street,Deloraine,7304,TAS,-41.528033,146.659605
TAS,Esperance MPC,Tasmanian Health Service,Outer Regional,3,Very small,No,No,No,Esperance Multi Purpose Centre,03 6298 9200,Chapman Avenue,Dover,7117,TAS,-43.314749,147.016209
TAS,Flinders Island MPC,Tasmanian Health Service,Very Remote,5,Very small,No,No,No,Flinders Island Multi Purpose Centre,03 6359 2122,James Street,Whitemark,7255,TAS,-40.121173,148.017059
TAS,George Town Hospital,Tasmanian Health Service,Outer Regional,15,Public acute group D,No,No,No,George Town Hospital and Community Health Centre,03 6702 6020,47 Anne Street,George Town,7253,TAS,-41.103782,146.821149
TAS,Health West,Tasmanian Health Service,Remote,10,Public acute group D,No,No,No,HealthWest (West Coast District Hospital at Queenstown),03 6471 3300,Orr Street,Queenstown,7467,TAS,-42.081122,145.558303
TAS,Huon Hospital,Tasmanian Health Service,Outer Regional,9,Very small,No,No,No,Huon Eldercare,03 6264 7100,3278 Huon Highway,Franklin,7113,TAS,-43.080869,147.016382
TAS,King Is MPC,Tasmanian Health Service,Very Remote,5,Public acute group D,No,No,No,King Island Multi Purpose Centre,03 6462 9900,Edward Street,Currie,7256,TAS,-39.931673,143.855453
TAS,Launceston General Hospital,Tasmanian Health Service,Inner Regional,465,Public acute group A,Yes,Yes,Yes,Launceston General Hospital,03 6777 6777,274-280 Charles Street,Launceston,7250,TAS,-41.446634,147.142059
TAS,May Shaw District Nursing Centre,Tasmanian Health Service,Remote,3,Very small,No,No,No,May Shaw District Nursing Centre,03 6257 9100,37 Wellington Street,Swansea,7190,TAS,-42.127383,148.076788
TAS,Mersey,Tasmanian Health Service,Inner Regional,96,Public acute group B,Yes,Yes,Yes,Mersey Community Hospital,03 6478 5500,Bass Highway,Latrobe,7307,TAS,-41.229052,146.422445
TAS,Midlands MPC,Tasmanian Health Service,Outer Regional,4,Very small,No,No,No,Midlands Multi Purpose Centre,03 6254 5030,13 Church Street,Oatlands,7120,TAS,-42.299353,147.369522
TAS,NESM  - Scottsdale Hospital,Tasmanian Health Service,Outer Regional,18,Public acute group C,No,No,No,North East Soldiers' Memorial Hospital and Community Service Centre (Scottsdale Hospital),03 6778 8522,28 Fosters Road,Scottsdale,7260,TAS,-41.154294,147.521324
TAS,NWRH_Burnie,Tasmanian Health Service,Outer Regional,150,Public acute group A,Yes,Yes,Yes,North West Regional Hospital,03 6430 6666,23 Brickport Road,Burnie,7320,TAS,-41.048385,145.880842
TAS,New Norfolk Hospital,Tasmanian Health Service,Inner Regional,14,Public acute group D,No,No,No,New Norfolk District Hospital,03 6166 1300,3 Richmond Street,New Norfolk,7140,TAS,-42.781315,147.059179
TAS,Royal Hobart Hospital,Tasmanian Health Service,Inner Regional,675,Principal referral,Yes,Yes,Yes,Royal Hobart Hospital,03 6222 8308,48 Liverpool Street,Hobart,7000,TAS,-42.880028,147.330136
TAS,Smithton Hospital,Tasmanian Health Service,Outer Regional,12,Public acute group D,No,No,No,Smithton District Hospital,03 6478 9520,74 Brittons Road,Smithton,7330,TAS,-40.850159,145.129609
TAS,St Helens District Hospital,Tasmanian Health Service,Outer Regional,9,Public acute group D,No,No,No,St Helens District Hospital,03 6387 5570,Circassion Street,St Helens,7216,TAS,-41.323159,148.248814
TAS,St Marys CHC,Tasmanian Health Service,Outer Regional,8,Public acute group D,No,No,No,St Marys Community Health Centre,03 6387 5555,Gardiners Creek Road,St Marys,7215,TAS,-41.576062,148.181244
TAS,Statewide Mental Health Services,Tasmanian Health Service,Inner Regional,99,Psychiatric,No,No,No,statewide mental health services tasmania,03 6230 7780,Carrauthers La,New Town,7008,TAS,-42.85596,147.29567
TAS,Tasman MPS,Tasmanian Health Service,Outer Regional,4,Very small,No,No,No,Tasman Health and Community Service,03 6250 9000,1614 Nubeena Road,Nubeena,7184,TAS,-43.096752,147.742831
TAS,Toosey Memorial - Longford,Tasmanian Health Service,Inner Regional,2,Very small,No,No,No,Toosey Memorial Hospital (Longford),03 6391 1202,10 Archer Street,Longford,7301,TAS,-41.593091,147.119486
TAS,Wilfred Lopes Centre,Tasmanian Health Service,Inner Regional,20,Psychiatric,No,No,No,Wilfred Lopes Centre,03 6166 0502,East Derwent Highway,Risdon Vale,7016,TAS,-42.8152,147.34375
NSW,Young,Murrumbidgee,Inner Regional,27.4,Public acute group C,Yes,Yes,Yes,Young Hospital,02 6382 8888,68 Allanan Street,Young,2594,NSW,-34.320383,148.288457
VIC,Albury Wodonga Health [Wodonga Campus],Albury Wodonga Health,Inner Regional,105,Public acute group B,Yes,Yes,Yes,Albury Wodonga Health [Wodonga Campus],02 6051 7111,69 Vermont Street,Wodonga,3690,VIC,-36.131791,146.879417
VIC,Alexandra District Hospital,Alexandra District Hospital,Inner Regional,18,Public acute group C,No,No,Yes,Alexandra District Hospital,03 5772 0900,12 Cooper Street,Alexandra,3714,VIC,-37.195065,145.716143
VIC,"Alfred, The [Prahran]",Alfred Health (Vic),Major Cities,657,Principal referral,Yes,Yes,Yes,The Alfred,03 9076 2000,55 Commercial Road,Prahran,3181,VIC,-37.846087,144.981937
VIC,Alpine Health [Bright],Alpine Health (Vic),Outer Regional,9,Public acute group C,No,No,Yes,Alpine Health [Bright],03 5755 0100,36-42 Cobden Street,Bright,3741,VIC,-36.732701,146.965924
VIC,Alpine Health [Mount Beauty],Alpine Health (Vic),Inner Regional,10,Public acute group D,No,No,Yes,Alpine Health [Mount Beauty],03 5754 3500,10 Hollonds Street,Mt Beauty,3699,VIC,-36.743354,147.169359
VIC,Alpine Health [Myrtleford],Alpine Health (Vic),Inner Regional,15,Public acute group D,No,No,Yes,Alpine Health [Myrtleford],03 5751 9300,30 O'Donnell Avenue,Myrtleford,3736,VIC,-36.554525,146.728795
VIC,Angliss Hospital,Eastern Health (Vic),Major Cities,160,Public acute group B,Yes,Yes,Yes,Angliss Hospital,1300 342 255,Albert Street,Upper Ferntree Gully,3156,VIC,-37.898663,145.314166
VIC,Austin Hospital,Austin Health (Vic),Major Cities,670,Principal referral,Yes,Yes,Yes,Austin Hospital [Heidelberg],03 9496 5000,145 Studley Road,Heidelberg,3084,VIC,-37.756355,145.060236
VIC,BENDIGO HEALTH - THE BENDIGO HOSPITAL,Bendigo Health Care Group,Inner Regional,440,Public acute group A,Yes,Yes,Yes,The Bendigo Hospital,03 5454 6000,62 Lucan Street,Bendigo,3550,VIC,-36.748727,144.283372
VIC,Bairnsdale Regional Health Service,Bairnsdale Regional Health Service,Outer Regional,104,Public acute group C,Yes,No,Yes,Bairnsdale Regional Health Service,03 5150 3333,122 Day Street,Bairnsdale,3875,VIC,-37.830814,147.607905
VIC,Ballarat Health Services [Base Campus],294,Inner Regional,284,Public acute group A,Yes,Yes,Yes,Ballarat Health Services [Base Campus],03 5320 4000,1 Dummond Street North,Ballarat Central,3350,VIC,-37.559658,143.847041
VIC,Ballarat Health Services [Queen Elizabeth Campus],294,Inner Regional,85,Mixed subacute and non-acute,No,No,Yes,Ballarat Health Services [Queen Elizabeth Campus],03 5320 3700,102 Ascot Street,Ballarat,3350,VIC,-37.564276,143.843264
VIC,Barwon Health North,Barwon Health,Major Cities,0,Unknown,No,No,Yes,Barwon Health North,03 4215 3700,155 Princess Hwy,Norlane,3214,VIC,-38.08507,144.35727
VIC,Bass Coast Regional Health,Bass Coast Regional Health,Inner Regional,57,Public acute group C,Yes,No,Yes,Bass Coast Regional Health,03 5671 3333,235 Graham Street,Wonthaggi,3995,VIC,-38.608747,145.580906
VIC,Beaufort & Skipton Health Service [Beaufort],Beaufort and Skipton Health Service,Inner Regional,5,Very small,No,No,No,Beaufort & Skipton Health Service [Beaufort],03 5349 1600,28 Havelock Street,Beaufort,3373,VIC,-37.431028,143.382284
VIC,Beaufort & Skipton Health Service [Skipton],Beaufort and Skipton Health Service,Inner Regional,6,Very small,No,No,No,Beaufort & Skipton Health Service [Skipton],03 5340 1100,Blake Street,Skipton,3361,VIC,-37.683998,143.367547
VIC,Beechworth Health Service,Beechworth Health Service,Inner Regional,13,Public acute group D,No,No,No,Beechworth Health Service,03 5728 0200,52 Sydney Road,Beechworth,3747,VIC,-36.349359,146.690739
VIC,Benalla & District Memorial Hospital,Benalla and District Memorial Hospital,Inner Regional,55,Public acute group C,No,No,Yes,Benalla & District Memorial Hospital,03 5760 2222,45-53 Coster Street,Benalla,3672,VIC,-36.555239,145.994675
VIC,Bendigo Health Care Group - Anne Caudle,Bendigo Health Care Group,Inner Regional,0,Mixed subacute and non-acute,No,No,Yes,Bendigo Health Care Group [Anne Caudle],03 5454 6000,100 Barnard Street,Bendigo,3550,VIC,-36.750919,144.280399
VIC,Boort District Hospital,Boort District Health,Outer Regional,7,Public acute group D,No,No,No,Boort District Health,03 5451 5200,31 Kiniry Street,Boort,3537,VIC,-36.111703,143.727285
VIC,Box Hill Hospital,Eastern Health (Vic),Major Cities,492,Public acute group A,Yes,Yes,Yes,Box Hill Hospital,1300 342 255,8 Arnold Street,Box Hill,3128,VIC,-37.813682,145.119094
VIC,Broadmeadows Health Service,Northern Health (Vic),Major Cities,126,Public acute group C,No,Yes,Yes,Broadmeadows Health Service,03 8345 5000,35 Johnstone Street,Broadmeadows,3047,VIC,-37.684321,144.913106
VIC,Bundoora Extended Care Centre,Northern Health (Vic),Major Cities,77,Rehabilitation and GEM,No,No,Yes,Bundoora Extended Care Centre,03 9495 3100,1231 Plenty Road,Bundoora,3083,VIC,-37.701124,145.055569
VIC,Calvary Health Care Bethlehem,Calvary Health Care Bethlehem Limited,Major Cities,32,Mixed subacute and non-acute,No,No,Yes,Calvary Health Care Bethlehem,03 9596 2853,476 Kooyong Road,Caulfield,3162,VIC,-37.896962,145.013415
VIC,Caritas Christi Hospice Ltd [Kew],St Vincent's Hospital (Melbourne) Limited,Major Cities,16,Mixed subacute and non-acute,No,No,No,Caritas Christi Hospice [Kew],03 9231 5000,104 Studley Park Road,Kew,3101,VIC,-37.804706,145.015557
VIC,Casey Hospital,Monash Health,Major Cities,389,Public acute group B,Yes,Yes,Yes,Casey Hospital,03 8768 1200,52 Kangan Drive,Berwick,3806,VIC,-38.045325,145.347181
VIC,Casterton Memorial Hospital,Casterton Memorial Hospital,Outer Regional,15,Public acute group D,No,No,No,Casterton Memorial Hospital,03 5554 2555,63-69 Russell Street,Casterton,3311,VIC,-37.589989,141.392283
VIC,Caulfield General Medical Centre,Alfred Health (Vic),Major Cities,165,Mixed subacute and non-acute,No,No,Yes,Caulfield Hospital,03 9076 6000,260-294 Kooyong Road,Caulfield,3162,VIC,-37.882707,145.016892
VIC,Central Gippsland Health Service [Maffra],Central Gippsland Health Service,Inner Regional,9,Public acute group D,No,No,No,Central Gippsland Health Service [Maffra],03 5147 0100,48 Kent Street,Maffra,3860,VIC,-37.961032,146.983487
VIC,Central Gippsland Health Service [Sale],Central Gippsland Health Service,Inner Regional,88,Public acute group A,Yes,No,Yes,Central Gippsland Health Service [Sale],03 5143 8600,155 Guthridge Parade,Sale,3850,VIC,-38.108408,147.080637
VIC,Cobram District Hospital,NCN Health,Inner Regional,12,Public acute group D,No,No,Yes,Cobram District Hospital,03 5871 0777,24-32 Broadway Street,Cobram,3644,VIC,-35.916273,145.651029
VIC,Cohuna District Hospital,Cohuna District Hospital,Outer Regional,16,Public acute group C,No,No,Yes,Cohuna District Hospital,03 5456 5300,144-158 King George Street,Cohuna,3568,VIC,-35.800063,144.214911
VIC,Colac Area Health,Colac Area Health,Inner Regional,33,Public acute group C,No,No,Yes,Colac Area Health,03 5232 5100,2-28 Connor Street,Colac,3250,VIC,-38.341201,143.582854
VIC,Coleraine District Health Services,Western District Health Service (Vic),Outer Regional,10,Very small,No,No,No,Coleraine District Health Services,03 5553 2000,71 McLeod St,Coleraine,3315,VIC,-37.59912,141.6926
VIC,Craigieburn Health Service,Northern Health (Vic),Major Cities,14,Other day procedure hospital,No,No,Yes,Craigieburn Health Service,03 8338 3000,274-304 Craigieburn Road,Craigieburn,3064,VIC,-37.596015,144.91928
VIC,Cranbourne Int Care Centre,Monash Health,Major Cities,22,Other day procedure hospital,No,Yes,Yes,Cranbourne Integrated Care Centre,03 5990 6789,140-154 Sladen Street,Cranbourne,3977,VIC,-38.113312,145.280832
VIC,Creswick District Hospital,Central Highlands Rural Health,Inner Regional,6,Very small,No,No,No,Creswick District Hospital,03 5345 2403,1 Napier Street,Creswick,3363,VIC,-37.421192,143.891533
VIC,Dandenong Campus,Monash Health,Major Cities,473,Public acute group A,Yes,Yes,Yes,Dandenong Campus,03 9554 1000,105-135 David Street,Dandenong,3175,VIC,-37.976459,145.218529
VIC,Daylesford District Hospital,Central Highlands Rural Health,Inner Regional,21,Public acute group D,No,No,No,Daylesford District Hospital,03 5321 6500,13 Hospital Street,Daylesford,3460,VIC,-37.337365,144.145774
VIC,Dimboola District Hospital,294,Outer Regional,4,Public acute group D,No,No,No,Dimboola District Hospital,03 5389 1301,32-36 Anderson Street,Dimboola,3414,VIC,-36.449887,142.024286
VIC,Dunmunkle Health Services [Murtoa],West Wimmera Health Service,Outer Regional,2,Outpatient hospital,No,No,Yes,Dunmunkle Health Services [Murtoa],03 5385 2222,24 Marma St,Murtoa,3390,VIC,-36.61911,142.47057
VIC,East Grampians Health Service [Ararat],East Grampians Health Service,Inner Regional,38,Public acute group C,No,No,Yes,East Grampians Health Service [Ararat],03 5352 9300,Lot 5B Girdlestone Street,Ararat,3377,VIC,-37.278816,142.932858
VIC,East Grampians Health Service [Willaura],East Grampians Health Service,Outer Regional,8,Very small,No,No,No,East Grampians Health Service [Willaura],03 5354 1600,Delacombe Way,Willaura,3379,VIC,-37.544798,142.74587
VIC,East Wimmera Health Service [Birchip],East Wimmera Health Service,Outer Regional,8,Very small,No,No,No,East Wimmera Health Service [Birchip],03 5477 7100,26 Duncan Street,Birchip,3483,VIC,-35.980167,142.915891
VIC,East Wimmera Health Service [Charlton],East Wimmera Health Service,Outer Regional,2,Very small,No,No,No,East Wimmera Health Service [Charlton],03 5477 6800,4 Menzies Street,Charlton,3525,VIC,-36.271037,143.345889
VIC,East Wimmera Health Service [Donald],East Wimmera Health Service,Outer Regional,13,Public acute group D,No,No,No,East Wimmera Health Service [Donald],03 5478 6200,7 Aitken Avenue,Donald,3480,VIC,-36.366895,142.976583
VIC,East Wimmera Health Service [St Arnaud],East Wimmera Health Service,Outer Regional,14,Public acute group C,No,No,No,East Wimmera Health Service [St Arnaud],03 5477 2100,52 North Western Road,St Arnaud,3478,VIC,-36.609275,143.246676
VIC,East Wimmera Health Service [Wycheproof],East Wimmera Health Service,Outer Regional,6,Very small,No,No,No,East Wimmera Health Service [Wycheproof],03 5478 0700,19 Grandview Street,Wycheproof,3527,VIC,-36.078447,143.233779
VIC,Echuca Regional Health,Echuca Regional Health,Inner Regional,91,Public acute group C,Yes,No,Yes,Echuca Regional Health,03 5485 5000,9-27 Francis Street,Echuca,3564,VIC,-36.138186,144.748369
VIC,Edenhope & District Hospital,294,Outer Regional,16,Public acute group D,No,No,Yes,Edenhope and District Memorial Hospital,03 5585 9800,128-134 Elizabeth Street,Edenhope,3318,VIC,-37.035323,141.288829
VIC,Frankston Hospital,Peninsula Health (Vic),Major Cities,470,Public acute group A,Yes,Yes,Yes,Frankston Hospital,03 9784 7777,2 Hastings Road,Frankston,3199,VIC,-38.150791,145.128428
VIC,Geelong Hospital,Barwon Health,Major Cities,505,Principal referral,Yes,Yes,Yes,University Hospital Geelong,03 4215 0000,Bellerine Street,Geelong,3220,VIC,-38.151533,144.364964
VIC,Golf Links Road Rehabilitation Centre and PCU,Peninsula Health (Vic),Major Cities,61,Mixed subacute and non-acute,No,No,Yes,Golf Links Road Rehabilitation Centre,03 9783 7277,125 Golf Links Road,Frankston,3199,VIC,-38.173447,145.149769
VIC,Goulburn Valley Health [Shepparton],Goulburn Valley Health,Inner Regional,251,Public acute group A,Yes,Yes,Yes,Goulburn Valley Health [Shepparton],03 5832 2322,2 Graham Street,Shepparton,3630,VIC,-36.363625,145.404911
VIC,Goulburn Valley Health [Tatura],Goulburn Valley Health,Inner Regional,8,Very small,No,No,No,Goulburn Valley Health [Tatura],03 5824 8400,64-68 Park Street,Tatura,3616,VIC,-36.439082,145.225535
VIC,Goulburn Valley Health [Waranga],Goulburn Valley Health,Inner Regional,4,Very small,No,No,No,Goulburn Valley Health [Waranga],03 5851 8050,14 Coyle Street,Rushworth,3612,VIC,-36.587827,145.008593
VIC,Grace McKellar Centre [Geelong],Barwon Health,Major Cities,87,Rehabilitation and GEM,No,No,Yes,The McKellar Centre,03 5279 2222,45-95 Ballarat Road,North Geelong,3215,VIC,-38.118795,144.335728
VIC,Hamilton Base Hospital,Western District Health Service (Vic),Inner Regional,72,Public acute group C,Yes,No,Yes,Hamilton Base Hospital,03 5551 8222,20 Foster St,Hamilton,3300,VIC,-37.73645,142.03042
VIC,Healesville and District Hospital,Eastern Health (Vic),Inner Regional,19,Public acute group C,No,Yes,Yes,Healesville Hospital and Yarra Valley Health,03 5962 4300,377 Maroondah Highway,Healesville,3777,VIC,-37.646879,145.529032
VIC,Heidelberg Repatriation Hospital,Austin Health (Vic),Major Cities,184,Public acute group C,No,No,Yes,Heidelberg Repatriation Hospital [Heidelberg West],03 9496 5000,300 Waterdale Road,Heidelberg West,3081,VIC,-37.755973,145.04749
VIC,Hesse Rural Health Service [Winchelsea],Hesse Rural Health Service (Winchelsea),Inner Regional,5,Very small,No,No,No,Hesse Rural Health Service [Winchelsea],03 5267 1200,8 Gosney Street,Winchelsea,3241,VIC,-38.243369,143.985357
VIC,Heywood Rural Health,Heywood Rural Health,Outer Regional,5,Very small,No,No,No,Heywood Rural Health,03 5527 0555,21 Barclay Street,Heywood,3304,VIC,-38.137788,141.624256
VIC,Inglewood & District Health Service,Inglewood and District Health Service,Inner Regional,8,Public acute group D,No,No,No,Inglewood & District Health Service,03 5431 7000,3 Hospital Street,Inglewood,3517,VIC,-36.572147,143.873755
VIC,Kerang District Health,Kerang District Health,Outer Regional,18,Public acute group C,No,No,Yes,Kerang District Health,03 5450 9200,13 Burgoyne Street,Kerang,3579,VIC,-35.724287,143.916563
VIC,"Kilmore & District Hospital, The",Kilmore and District Hospital,Inner Regional,36,Public acute group C,No,No,Yes,The Kilmore & District Hospital,03 5734 2000,Rutledge Street,Kilmore,3764,VIC,-37.301794,144.957915
VIC,Kingston Centre [Cheltenham],Monash Health,Major Cities,185,Rehabilitation and GEM,No,No,Yes,Kingston Centre [Cheltenham],03 9265 1000,400 Warrigal Road,Cheltenham,3192,VIC,-37.955018,145.078969
VIC,Kooweerup Regional Health Service,Kooweerup Regional Health Service,Inner Regional,10,Very small,No,No,Yes,Kooweerup Regional Health Service,03 5997 9679,215 Rossiter Road,Koo Wee Rup,3981,VIC,-38.200653,145.484433
VIC,Korumburra Hospital,Gippsland Southern Health Service,Inner Regional,15,Public acute group C,No,No,Yes,Korumburra Hospital,03 5654 2777,8 Gordon St,Korumburra,3950,VIC,-38.43004,145.82664
VIC,Kyabram & District Health Service,Kyabram and District Health Service,Inner Regional,43,Public acute group C,No,No,Yes,Kyabram & District Health Service,03 5857 0200,88 Fenaughty Street,Kyabram,3620,VIC,-36.315539,145.042705
VIC,Kyneton District Health Service,Central Highlands Rural Health,Inner Regional,24,Public acute group C,No,No,Yes,Kyneton District Health Service,03 5422 9900,7-25 Caroline Chisholm Drive,Kyneton,3444,VIC,-37.254431,144.469742
VIC,Latrobe Regional Hospital [Traralgon],Latrobe Regional Hospital,Inner Regional,289,Public acute group A,Yes,Yes,Yes,Latrobe Regional Hospital [Traralgon],03 5173 8000,10 Village Avenue,Traralgon,3844,VIC,-38.218475,146.471335
VIC,Leongatha Memorial Hospital,Gippsland Southern Health Service,Inner Regional,37,Public acute group C,No,No,Yes,Leongatha Memorial Hospital,03 5667 5555,66 Koonwarra Rd,Leongatha,3953,VIC,-38.48684,145.95076
VIC,Lorne Community Hospital,Great Ocean Road Health,Inner Regional,4,Public acute group D,No,No,No,Lorne Community Hospital,03 5289 4300,1 Albert Street,Lorne,3232,VIC,-38.545513,143.980743
VIC,MILDURA BASE PUBLIC HOSPITAL,Mildura Base Hospital,Outer Regional,155,Public acute group A,Yes,No,Yes,Mildura Base Hospital,03 5022 3333,Ontario Avenue,Mildura,3502,VIC,-34.185634,142.143348
VIC,Maldon Hospital,295,Inner Regional,4,Very small,No,No,No,Maldon Hospital,03 5475 2000,Chapel Street,Maldon,3463,VIC,-36.992672,144.063677
VIC,Mallee Track Health & Community Service,Mallee Track Health and Community Service,Outer Regional,4,Very small,No,No,No,Mallee Track Health & Community Service [Sea Lake],03 5070 2155,33-43 McClelland Avenue,Sea Lake,3533,VIC,-35.500395,142.858003
VIC,Mallee Track Health & Community Service (Sea Lake),Mallee Track Health and Community Service,Outer Regional,4,Unpeered,No,No,No,Mallee Track Health & Community Service [Sea Lake],03 5070 2155,33-43 McClelland Avenue,Sea Lake,3533,VIC,-35.500395,142.858003
VIC,Manangatang & District Hospital,Robinvale District Health Services,Outer Regional,6,Very small,No,No,No,Manangatang & District Hospital,03 5035 1500,37 Pioneer Street,Manangatang,3546,VIC,-35.050955,142.880512
VIC,Mansfield District Hospital,Mansfield District Hospital,Outer Regional,26,Public acute group C,No,No,Yes,Mansfield District Hospital,03 5775 8800,53 Highett Street,Mansfield,3722,VIC,-37.057574,146.086149
VIC,Maroondah Hospital [East Ringwood],Eastern Health (Vic),Major Cities,256,Public acute group A,Yes,Yes,Yes,Maroondah Hospital [East Ringwood],1300 342 255,Davey Drive,Ringwood East,3135,VIC,-37.806884,145.254535
VIC,Maryborough District Health Service [Dunolly],Maryborough District Health Service,Inner Regional,4,Very small,No,No,No,Maryborough District Health Service [Dunolly],03 5468 1000,20 Havelock Street,Dunolly,3472,VIC,-36.855269,143.735139
VIC,Maryborough District Health Service [Maryborough],Maryborough District Health Service,Inner Regional,44,Public acute group C,No,No,Yes,Maryborough District Health Service [Maryborough],03 5461 0333,75-87 Clarendon Street,Maryborough,3465,VIC,-37.044781,143.737692
VIC,McIvor Health & Community Services [Heathcote],Heathcote Health,Inner Regional,7,Public acute group D,No,No,Yes,Heathcote Health,03 5431 0900,39 Hospital Street,Heathcote,3523,VIC,-36.925786,144.709499
VIC,Mercy Hospital for Women,Mercy Public Hospital Inc. (Vic),Major Cities,139,Womens,Yes,Yes,Yes,Mercy Hospital for Women,03 8458 4444,163 Studley Road,Heidelberg,3084,VIC,-37.756075,145.061008
VIC,Mercy Public Hospitals Inc [Werribee],Mercy Public Hospital Inc. (Vic),Major Cities,306,Public acute group B,Yes,Yes,Yes,Mercy Public Hospitals Inc [Werribee],03 8754 3000,300-310 Princess Hwy,Werribee,3030,VIC,-37.88632,144.69862
VIC,Monash Medical Centre [Clayton],Monash Health,Major Cities,776,Principal referral,Yes,Yes,Yes,Monash Medical Centre [Clayton],03 9594 6666,246 Clayton Road,Clayton,3168,VIC,-37.921176,145.123128
VIC,Monash Medical Centre [Moorabbin],Monash Health,Major Cities,112,Public acute group A,No,Yes,Yes,Monash Medical Centre [Moorabbin],03 9928 8111,823-865 Centre Road,East Bentleigh,3165,VIC,-37.920697,145.063197
VIC,Mount Alexander Hospital [Castlemaine],295,Inner Regional,45,Public acute group C,No,No,Yes,Mount Alexander Hospital [Castlemaine],03 5471 1555,142 Cornish ,Catlemaine,3450,VIC,-36.78148,144.20002
VIC,Moyne Health Services [Port Fairy],Moyne Health Services (Port Fairy),Inner Regional,12,Public acute group D,No,No,No,Moyne Health Services [Port Fairy],03 5568 0100,30-36 Villiers Street,Port Fairy,3284,VIC,-38.381599,142.227523
